CourseID,universityName,courseDepartment,courseTitle,courseURL,ProfessorID,offeringPeriod,offeringYear,content,objectives,outcomes
11,University of Illinois at Urbana-Champaign,Department of Electrical Engineering,ECE 411 - Computer Organization and Design,http://courses.ece.illinois.edu/ece411/index.php,7,Fall,2009,"""Introduction to the course; levels of abstraction, computer organization, instruction set architecture data path
Instruction processing, control unit design
Instruction Set Architecture
More on instruction set architecture, performance considerations
Cache memory: motivation, locality, conceptual operation, microarchitecture
Cache memory: block size, associativity
Cache memory: virtual vs. physical, advanced topics 
Pipelining: motivation, microarchitecture, basic design
Pipelining: data forwarding
Exam #1
Pipelining: branch prediction
Pipelining: Advanced branch prediction and interlocking
Interconnects: synchronous, arbitration, PCIe example
System issues, interrupts and exceptions
Arithmetic: number representation, floating-point, IEEE standard
Floating-point precision and accuracy, more on IEEE standard
Dynamic scheduling: Interlocking and Tomasulo’s algorithm
Speculative and dynamic scheduling processors, exception recovery
VLIW architectures and processors
Introduction to design verification
Data parallelism; vectors and SIMD
Exam #2
More on SIMD designs
Multiprocessor: synchronization, programming models
Multiprocessors: cache coherence 
Multiprocessors: multi-cores and GPUs
Case studies, future trends, challenges, opportunities
Course retrospective and review
MP3 presentations (4 hours, signup)""
","This course is an intensive introduction to the fundamentals of computer architecture. Relying heavily upon the elementary principles taught in ECE 290 and ECE 390 (old ECE 291), we will discuss the basic design, or architecture, of computing hardware. Computer systems involve architecture design at many levels. We will focus on the instruction set architecture (ISA) level (the interface between the software and computing hardware) and the microarchitecture level (the computing hardware itself). We will examine to some extent, the level above the instruction set (the programming language level) and the level below the microarchitecture (the logic gate level) in order to deepen our understanding of computing systems. This course has a demanding design component; you will implement some of the basic concepts presented in lecture using real hardware design tools. 
",NULL
12,University of Illinois at Urbana-Champaign,Department of Electrical Engineering,ECE 391 Computer Systems Engineering,http://courses.ece.illinois.edu/ece391/,8,Fall,2009,"""         class overview and big picture                                              none
 1 8/25
         x86 instruction set architecture: introduction and instructions             CN
 2 8/27
         x86 ISA: assembler conventions, calling convention, example                 CN
 3  9/1
         C to x86 linkage, device I/O; role of system software, system calls         CN, ULK1
 4  9/3
         interrupts and exceptions, processor and ISA support                        CN, (ULK4)
 5  9/8
         shared resources, critical sections, examples                               CN, (ULK5)
 6 9/10
         multiprocessors and locks, conservative synchronization design              CN
 7 9/15
         Linux synchronization interface, synchronization hazards                    CN
 8 9/17
         programmable interrupt controller motivation and design                     CN
 9 9/22
         Linux abstraction of PIC; interrupt chaining, soft interrupts               CN
10 9/24
         interrupt support in Linux: data structures, installation and removal       CN, (LDD9)
11 9/29
         (designing synchronization constructs, global state diagrams)               none
12  10/1
         interrupt support in Linux: invocation, soft interrupts/tasklets            CN, (LDD9)
13  10/6
         programs to processes: rationale, terminology, and structures               CN?, ULK3
14  10/8
         programs to processes: job types and scheduling; MP3 TEAM MEETING           CN?, (ULK11)
15 10/13
         programs to processes: scheduler design and implementation                  CN?
16 10/15
         virtual memory: rationale, segmentation                                     CN, (ULK2)
17 10/20
         virtual memory: paging, Linux abstractions                                  CN, (LDD13)
18 10/22
         memory allocation and management in Linux                                   LDD7, ULK7
19 10/27
         memory management data structures                                           ULK8
20 10/29
         abstracting devices: file descriptors, block and character devices          LDD1, (ULK13)
21  11/3
         (user-level file and network application programming interfaces)            none
22  11/5
         character driver interface, system call linkage, application path to driver CN, LDD3,5, (ULK9)
23 11/10
         driver development process and detailed example                             LDD3,5
24 11/12
         detailed example of driver development, continued                           LDD3,5
25 11/17
         signals: user-level analogue of interrupts, controlling behavior            CN, (ULK10)
26 11/19
         signals: data structures, generation, delivery                              CN, (ULK10)
27  12/1
         filesystems: philosophy, ext2 as example, disk layout                       CN?, ULK (12), 17
28  12/3
         filesystems: ext2 structures, caching issues                                CN?, ULK17
29  12/8""
","""Objectives of the course: This class introduces students to the concepts and abstractions central to the development
of modern computing systems, with an emphasis on the systems software that controls interaction between devices
and other hardware and application programs. The conceptual material to be covered includes input-output
semantics, synchronization, interrupts, multitasking, virtualization of resources, protection, and resource
management concepts. Students will also be introduced to network and storage device abstractions. In terms of
practical skills, students will be exposed to software development tools for source control, debugging, dependency
management, and compilation, and will work in the context of a real operating system executing in a virtual
machine. Students will also develop software analysis skills as well as team-based development and testing skills.
The list of topics includes:
    • x86 assembly: review of basic constructs and structures, interfacing C to assembly, macros, stack frame
          and calling convention
    • system software basics: resource management, virtualization, protection, system call interface,
          asynchronous and synchronous interactions
    • interrupts and exceptions: controlling generation and handling, chaining, cleanup code, interactions with
          device functionality, interrupt controllers
    • synchronization: primitives, memory semantics, mutual exclusion, semaphores, scheduling, race conditions
    • virtualization of the CPU: processes and scheduling
    • I/O interface: file descriptors, buffering, control operations
    • device programming: basic abstractions, character and block devices, device driver development process
    • user-level programming interfaces for file and network I/O, relationship to kernel I/O abstractions
    • virtualization of memory: hardware support and software abstractions
    • signals: semantics, generation, and delivery
    • file system abstractions and disk layout
""
",NULL
13,Carnegie Mellon University,Department of Electrical Engineering,18447 Introduction to Computer Architecture ,http://www.ece.cmu.edu/~ece447/,9,Spring,2009,"""Computer Arithmetic: Adders
Verilog RTL Review in class
Computer Arithmetic: Multipliers
Floating Point
ISA Design 
MIPS ISA
Performance and Cost 
Single-Cycle Implementation
Multi-Cycle Implementations 
Pipelining: Basics
Pipelining: Data Hazard and  Resolution
Pipelining: Control Hazard and Resolution
Pipelining: Branch Prediction
Pipelining: Exceptions
Modern CPU Design
Memory Technology and Organization
Caches
Multithreading and Multicore + Project 4 Kick-Off
More caches
VM: protection and paging
VM: page tables and TLB 
VM: modern systems  
Cache Coherence
Multicore Processors
Busses
I/O""
",NULL,NULL
14,University of Michigan-Ann Arbor,Department of Electrical Engineering and Computer Science,EECS 370: Introduction to Computer Organization,http://www.eecs.umich.edu/courses/eecs370/,10,Fall,2009,"""Instruction set architecture (storage): registers, memory addressing modes, overview of project 1. 
Instruction set architecture: LC-2K and MIPS instruction sets, instruction encoding, number representation. 
Instruction set architecture: C to assembly, function calling conventions
Instruction set architecture: function calling conventions (continued).
Instruction set architecture - Translation software: linker, loader, etc.
Basic Processor Design: Combinational & Sequential Logic
Basic Processor Design: ALU Design
Basic Processor Design: Finite State Machines, Single Cycle Datapath
Basic Processor Design: Single Cycle Data Path, Intro to Multi-cycle Data Path
Basic Processor Design: Multi-cycle Data Path
Introduction to Pipelining 
Pipelining: Data Hazards and Forwarding 
Pipelining: Control Hazards and Performance Calculation 
Exceptions, performance and advanced pipelining
Basic cache design, block size, write-back, write-through
Caches -- Direct-mapped and associative 
More caches 
Virtual memory: Address translation, page tables
Virtual memory: TLBs - VM & caches
Hard drives basics
Advanced topics""
",NULL,NULL
15,Cornell University-Endowed Colleges,Department of Electrical Engineering and Computer Science,ECE 3140 / CS 3420 Computer Organization,http://www.csl.cornell.edu/courses/ece314/,79,Spring,2009,"Introduction
MIPS Instruction Set Architecture
MIPS Programming Data & Instruction Representation
Data & Instruction Representation
Procedures
Procedures
Procedures Assemblers
Assemblers, Loaders, and Linkers
Combinational Digital Logic
Sequential Digital Logic
Hardware for Multiplication and Division
Simple Datapaths
Multi-cycle Datapaths and Carry Look Ahead Adders
Pipelining II
Pipelining II
Pipelining III
Pipelining IV: Memory Hierarchies
Associative Caches
Cache Performance: Multilevel Caches
Virtual Memory
Floating Point
Exceptions
Storage and I/O
Intel IA-32","This course is intended to give students a broad overview of Computer Organization at a number of
different levels. We start by looking at the lowest level at which a machine and human being may
interact—Assembly Language. Students will gain an understanding of Instruction Set Architecture design
and tradeoffs, and will learn how to make fair comparisons among machines built to implement a given
architecture. With the knowledge of how programs are written and how performance is assessed, students
will turn their focus to understanding implementation of a given architecture. Students will learn the
fundamentals of logic design, and will learn to use CAD tools to develop complex logic networks at the
gate level, including implementation of the building blocks of a CPU datapath (e.g., adders, shifters, and
multipliers). Students will then learn about two well established performance enhancements in Computer
Architecture—Pipelining and Caches. We will also provide an overview of some advanced topics in
Computer Organization such as Multiprocessors. The course culminates with students designing a fully
functional implementation of the MIPS architecture at the gate level! The main goal of the course is for
students to gain an understanding of the design and operation of modern computers. Furthermore,
students will be equipped with the tools necessary for further study in fields as varied as Computer
Architecture, VLSI, Operating Systems, and Compilers.",NULL
16,Purdue University-Main Campus,Department of Computer Science,CS 250 Computer Architecture,http://www.cs.purdue.edu/homes/cs250/,12,Fall,2009,"""1. Introduction; motivation; fundamentals of digital logic; gates as basic building blocks
2. Data and program representation; endian order and effect on programming
3. Processors: variety and types; computational engines; cores
4. Processors: instruction sets and pipelined execution; vertical and horizontal organizations
5. Processors: operand addressing and instruction representation; CPUs
6. Assembly languages; programming paradigm; symbolic assemblers
7. Memory and storage: technologies and basic organization
8. Memory and storage: physical memories; access paradigm; physical memory addressing
9. Memory and storage: virtual memory technologies; virtual addressing; caches and caching
10. Input / Output: concepts and terminology; relative speeds
11. Input / Output: buses and bus architectures
12. Input / Output: programmed and interrupt-driven I/O; a programmer’s view of devices; I/O and
buffering
13. Hardware optimizations: parallelism & pipelining
14. Assessing performance, multiprocessing, and other advanced topics
15. Miscellaneous topics or visitors""
","""This is a course on computer organization and computer architecture. It covers all aspects of architecture,
with the material divided into five parts:
(1) Basics. Fundamentals of digital logic and data representation.
(2) Processors. Review of basic building blocks, and how they are used in a modern
Central Processing Unit (CPU).
(3) Memory. Storage and access; physical and virtual memory systems; caching.
(4) I/O. Interconnection of computers and external devices; buses; role of device
drivers.
(5) Advanced Topics. Other aspects of architecture, including the concept of multicore
chips and architectural hierarchies.""
",
17,The University of Texas at Austin,Department of Computer Science,352. Computer Systems Architecture,http://www.cs.utexas.edu/~hunt/class/2009-fall/cs352/,13,Fall,2009,""" Schedule Below is Approximate, Lectures Dates May Change Slightly

00     Aug 27  Introduction to Computer Architecture, Chapter 1

01     Sep  1  Chapter 1
02     Sep  3  Chapter 1, Laboratory 1

03     Sep  8  Chapter 2
04     Sep 10  Chapter 2

05     Sep 15  Chapter 3
06     Sep 17  Chapter 3

07     Sep 22  Chapter 3
08  *  Sep 24  Short Exam,  Laboratory 2

09     Sep 29  Chapter 3
10     Oct  1  Chapter 3

11     Oct  6  Chapter 4
12     Oct  8  Chapter 4

13     Oct 13  Chapter 4
14     Oct 15  Y86 Design, Laboratory 3

15     Oct 20  Chapter 4
16  *  Oct 22  Midterm Exam

17     Oct 27  Chapter 4
18     Oct 29  Chapter 4

19     Nov  3  Y86 Implementation, Laboratory 4
20     Nov  5  Chapter 5

21     Nov 10  Chapter 5
22     Nov 12  Chapter 6

23  *  Nov 17  Short Exam
24     Nov 19  Chatper 6

25     Nov 17  Chapter 6, Laboratory 5
26     Nov 22  Guest Lecture

27     Nov 24  Chapter 10
28     Nov 29  Chapter 10  

29     Dec  1  Chapter 10
30     Dec  3  Course Summary

    *  Dec 11  Final Exam, 9:00 -- noon
""
",NULL,NULL
18,The University of Texas at Austin,Department of Electrical and Computer Engineering,EE360N -- Computer Architecture ,http://www.ece.utexas.edu/files/courses/syllabus/2009/08/descriptor.html,14,Fall,2009,"""    *  What is Architecture, Tradeoffs
    * Instruction Set Architecture, LC-3b ISA
    * Assemblers: Translating Assembly Language to ISA
    * Microarchitecture: Detailed LC-3b implementation
    * Physical memory, unaligned access, interleaving, SRAM, DRAM
    * Virtual memory, page tables, TLB, VAX model, PowerPC model, contrast with segmentation
    * Cache memory
    * Interrupts/Exceptions
    * I/O
    * Performance Improvement. Metrics, Pipelining.
    * Branch prediction
    * Out-of-order execution
    * Vector processing
    * Integer arithmetic, Floating point, IEEE Standard
    * Measurement Methodology
    * Intro to Multiprocessing, Interconnection networks, Amdahl's Law, Consistency models
    * Cache coherency
    * Alternative Models of Concurrency: SIMD, MIMD, VLIW, dataflow, etc.
    * State-of-the-art Microprocessor
""
","""This class covers many of the concepts that implement that execution magic, more commonly called computer architecture.  We start by learning the machine language that a computer exposes to the user and how one can use that language to express algorithms in the form of machine language (or the more human-readable form of machine language called assembly language) programs.  We then learn how a simple hardware-based machine language interpreter (generally called a processor) is structured.  We use that as a launching point to explore

    * implementing the processor (in a basic sense)
    * improving the performance and usability of the processor
    * measuring and understanding tradeoffs between performance, usability and design complexity
""
",NULL
19,University of Wisconsin-Madison,Department of Computer Science,354 Machine Organization and Basic Systems,http://pages.cs.wisc.edu/~cs354-1/,17,Fall,2009,"""  	 	 	prerequisite material: Number Systems  	 	
9/2-4 	class policies,
how computers work 	the basics of computer operation 			
9/7-11 	C programming 	introduction,
I/O,
on pointers,
on functions and memory allocation 	on argv and argc:
questions, questions with answers 		No class Monday Sept 7 (Labor Day)
9/14-18 	C programming 		integer representations:
questions, questions with answers

character representation:
questions, questions with answers 	floating point representation 	finish the optional Assignment 0 by Monday
9/21-25 	finish C programming, integer arithmetic and logical operations 	integer arithmetic, logical, and shift operations 		two's complement multiplication 	Assignment 1 due Friday: C program
9/28-10/2 	Assembly language: with MIPS R2000 examples 	
motivation for registers,
basics of MAL (MIPS assembly language),
MIPS instructions,
code implementation examples 	need-to-know aspects of MAL 		No class Monday Sept 28 (Yom Kippur)
10/5-9 	MIPS assembly language 	
on addressing modes 	addressibility: questions, questions with answers 		Exam 1 WEDNESDAY
(covers thru arithmetic and logical operations)
10/12-16 	
data structures 	arrays, stacks, and queues 	array code implementation: questions, questions with answers 		
Assignment 2 due Monday: super simple MAL program
10/19-23 	
functions 	function implementation 		MIPS conventions 	
Assignment 3 due Friday: MAL program using arrays
10/26-30 	finish material on functions,
the assembly process 	the assembly process 		linking and loading 	
11/2-6 	finish material on the assembly process
on I/O 	input and output, more on I/O and DMA 			Assignment 4 due Friday: MAL programs with functions
11/9-13 	finish material on I/O 				
11/16-20 	exception handling 	interrupts, an incomplete kernel, and a complete, non-reentrant kernel. 	
Just for fun, read The Story of Mel. 		Exam 2 MONDAY
(covers thru function implementation)
Assignment 5 due Friday: hand assembly
11/23-27 	finish exception handling 				No class Wednesday Nov 25 (Thanksgiving)
11/30-12/4 	performance 	on perfomance issues 		pipelining 	Assignment 6 due Friday: MAL program using interrupts
12/7-11 	finish performance, extra topics 	floating point appreciation,
Intel x86 appreciation 			
12/14 	finish extra topics 				
? 					Exam 3 during Summary Activity period
(Covers the assembly process, I/O, interrupts, performance, and end-of-semester topics.)
Location: ? ""
",NULL,NULL
20,Johns Hopkins University,Department of Computer Science,525.412 Computer Architecture,http://www.apl.jhu.edu/Notes/Cameron/525.412/,19,Fall,2009,"""525.412 Computer Architecture Syllabus
Fall 2009
Engineering and Applied Science Programs for Professionals
Whiting School of Engineering
Johns Hopkins University
Charles B. Cameron
Date Lesson Topics
02-Sep-09 Introduction
History of Computer Architecture
Overview of Modern Computer Architecture
Parallel computing
Primary & secondary memory
Input and Output
09-Sep-09 Review
Digital design
Logic gates
Flip-flops and registers
Decoders and encoders
Memory systems
Design at the gate, register, and processor levels
16-Sep-09 Processor design I
Quiz 1
Instruction formats
Classes of instructions
Addressing modes
Control design
Instruction-level parallelism
Resets, exceptions, interrupts, traps, and system calls
Microprogramming
23-Sep-09 Processor design II
30-Sep-09 Processor design III
Quiz 2
07-Oct-09 Computer arithmetic
Number representation
1's & 2's complement, BCD, excess, IEEE floating point
Addition and subtraction
Ripple carry, look-ahead carry, excess
Multiplication and division
Robertson's and Booth's algorithms
Restoring & non-restoring division
Parallel designs
Square root
Converging iterations
Fast computation
Pipelining, parallelism, table look-up
ALU design
14-Oct-09 Midterm Exam
21-Oct-09 Software issues
O/S, assemblers, compilers, interpreters, linkers, loaders
Macros
Bind time
Sequential processes, coroutines, procedures
28-Oct-09 Memory I
Quiz 3
Integrated Circuit
ROM, PROM, EPROM, EEPROM, Flash, RAM, magnetic bubble
Associative
Disk, tape, optical, mass storage
RAID
Memory access
Hierarchical, cache, segmented, virtual
RISC v. CISC
Multiplexers and demultiplexers
Immediate, register, direct, indirect, indexed, based-index, stack,
relative
Datapath design
Masters and slaves; servers and clients; peer-to-peer
relationships
Date Lesson Topics
Address translation
Error detection and correction
04-Nov-09 Memory II
11-Nov-09 I/O I
Quiz 4
Buses
Bus width, contention, arbitration
Control, data, address
Handshaking
Programmed v. interrupt-driven
Priority
DMA
Serial v. parallel
18-Nov-09 I/O II
25-Nov-09 Thanksgiving
02-Dec-09 High-performance computer design
Quiz 5
Multiprocessors and multicomputers
SISD v. SIMD; MIMD; vector processors
Practical considerations
09-Dec-09 Final Exam
IDE, SCSI, PCI, USB, Firewire
Superscalar and VLIW
Branch prediction, out-of-order execution, speculative
execution
Power, temperature, mass, volume, cost, administrative overhead,
execution time, queuing, communications, data volume, scaling""
","""This course is primarily intended for students pursuing a graduate degree
in electrical and computerengineering during their spare time. It
covers the design and architecture of computers. This includes processors,
arithmetic and logic units, primary and secondary memory, input
and output, data-path design, buses, instruction-set design, pipelining,
addressing modes, reduced instruction set computing, parallel computing,
and various techniques for maximizing speed. The prerequisite is
a course in digital design.""
",NULL
21,Northwestern University,NULL,EECS 205 Fundamentals of Computer Systems Software,NULL,75,NULL,NULL,NULL,NULL,NULL
22,Northwestern University,Department of Electrical Engineering and Computer Science,EECS 213 Introduction to Computer Systems,http://www.cs.northwestern.edu/~pdinda/ics-f09/,80,Fall,2009,"Lecture Date Topics Readings Homework/Labs
Note that classes begin on Tuesday, so we will meet for the first time on Wednesday,
September 23
1 9/23 W Mechanics, Introduction,
overview of abstractions using
web request-response
Chapter 1 Data lab out
2 9/28 M Physics, transistors,
photolithography, Moore’s
Law, bits, bytes, logic, cores,
and multi-cores
2, 2.1,
handout
HW 1 out,
Last day for late registration: Monday, 9/28
3 9/30 W Integers and integer math 2.2-2.3
4 10/5 M Floating point 2.4-2.5
5 10/7 W The Machine Model –
instruction set architecture,
microarchitecture, and basic
instructions
3, 3.1-3.5,
5.7
HW 1 in, HW 2
out
6 10/12 M Control flow 3.6 Data lab in
Bomb lab out
7 10/14 W Procedures 3.7
8 10/19 M Data 3.8-3.11
9 10/21 W Advanced machine code 3.12-3.16 HW 2 in, HW 3
out
Midterm Exam: (tentative): Thursday, 10/22, 6-8pm
10 10/26 M Memory and cache 6, 6.1-6.4
11 10/28 W Cache performance 6.5-6.7 Bomb lab in,
Exploit lab out
12 11/2 M Linking Chapter 7
13 11/4 W Exceptional control flow 8,8.1-8.4
14 11/9 M Exceptional control flow 8.5-8.8 HW 3 in
15 11/11 W Virtual memory
Memory system
10, 10.1-
10.8
Malloc lab out,
Exploit lab in
16 11/16 M Memory allocation 10.9-10.13 HW 4 out
17 11/18 W Input and Output Chapter 11
18 11/23 M (Slack day)
19 11/30 M Network programming Chapter 12
handout
20 12/2 W Concurrency, Distributed
Systems and Wrap-up
Chapter 13
handouts
Malloc lab in
HW 4 in
Finals week – Exam is Wednesday, December 9, 9am-11am","This course has four purposes. First, you will learn about the hierarchy of
abstractions and implementations that comprise a modern computer system. This
will provide a conceptual framework that you can then flesh out with courses such
as compilers, operating systems, networks, and others. The second purpose is to
demystify the machine and the tools that we use to program it. This includes
telling you the little details that students usually have to learn by osmosis. In
combination, these two purposes will give you the background to understand
many different computer systems. The third purpose is to bring you up to speed in
doing systems programming in a low-level language in the Unix environment.
The final purpose is to prepare you for upper-level courses in systems.
This is a learn-by-doing kind of class. You will write pieces of code, compile
them, debug them, disassemble them, measure their performance, optimize them,
etc.
This course is ideally taken after 211 early in your academic career.",NULL
23,Northwestern University,Department of Electrical Engineering and Computer Science, EECS 361 - Computer Architecture I,NULL,20,Fall ,2009,"""Week 1: Introduction, ISA definition, the effect of technology on computer systems, trends in computing,
performance, benchmarking, design metrics, Amdahl’s Law
Week 2: ISA: Instruction Formats, Sequencing, Languages and Compilers, Delayed Branch, Procedures,
MIPS ISA
Week 3: Design Decisions, Arithmetic Units, ALU design
Week 4: Division, Datapath, Single-Cycle Processor Design
Week 5: Designing Control, Multi-Cycle Datapath
Week 6: Pipelining, Designing a Pipelined Processor
Week 7: Introduction to Memory Subsystem, Caches
Week 8: Virtual Memory, I/O
Week 9: Disks
Week 10: Overview, discussion of advanced techniques: Hyper-Threading, Hyper-Pipelining, and
Instruction-Level Parallelism""
","""When a student completes this course, he/she should be able to:
1. Understand the architecture of a basic computer system and its components, and the role of
performance in designing computer systems.
2. Understand how to design and instruction set and its impact on processor design. To design
ALU and processor datapath and control.
3. Design pipeline processor including datapath and control, and design to detect and resolve
hazards.
4. Understand memory hierarchy design and its impact on overall processor performance. Design
cache memory based on the characteristics of the expected workload. Understand the workings
of virtual memory and efficient design for TLBs
5. Understand the I/O system and its design. Be Knowledgeable about Busses and bandwidth
requirements to support heterogeneous I/O devices. Understand the disk technology and its
impact on performance.
6. Know about terms such as Hyper-Threading, Hyper Pipelining, and Instruction-Level
Parallelism.""
",NULL
24,Virginia Polytechnic Institute,Department of Computer Science,CS2505: Computer Organization and Architecture I ,http://courses.cs.vt.edu/~cs2505/fall2009/wmcquain/,23,Fall,2009,"""Aug 24
 Course Policies

Introduction
  
P&H:  1.1 - 1.3
  
    ppt       pdf
   
Aug 26 Numeric Bases, Notation, Conversions none     ppt       pdf   
Aug 28
 Integer Representation and Arithmetic
 P&H:  2.4, 3.1 - 3.2
     ppt       pdf   
 

2

 
 Aug 31
 Representing Non-numeric Types       ppt       pdf   
Sept  2 Floating-Point Representation       ppt       pdf   
Sept  4
 C:  Basic Types, Control Structures, Ops

Cygwin Installation

Eclipse for C/C++ 
 King:  Ch 2, 4, 5, 6, 7
     ppt       pdf

    ppt       pdf

    ppt       pdf
   
 

3

 
 Sept  7 Basics of Boolean Algebras P&H: C.1 - C.2     ppt       pdf HW 1 due 
Sept  9 Logic Gates and Combinational Design P&H: C.2 - C.3     ppt       pdf   
Sept 11
 C:  I/O and Function Interfaces
 King:  Ch 3, 9, 10, 22
     ppt       pdf

    ppt       pdf

FindFactors.c
 P1 due
 
 

4

 
 Sept 14 Multiplexors and Decoders       ppt       pdf HW 2 due 
Sept 16 Adders P&H:  C.6     ppt       pdf   
Sept 18 FSM Concepts and Sequential Design P&H:  C.7, C.10     ppt       pdf P2 due 
 

5

 
 Sept 21 Storage and Registers P&H:  C.8     ppt       pdf   
Sept 23 Intro to MIPS Architecture P&H:  2.1 - 2.2     ppt       pdf   
Sept 25 More Intro to MIPS P&H:  2.5, 4.1, 4.2     ppt       pdf P3 due 
 

6

 
 Sept 28 Test 1       
Sept 30 C:  Arrays King:  8.1,8.3, 13.2     ppt       pdf   
Oct    2 C:  Pointers       ppt       pdf P4 due 
 

7

 
 Oct    5 C:  More on Pointers King:       ppt       pdf   
Oct    7 C:  Even More on Pointers King:       ppt       pdf   
Oct    9 Fall Break:  No Classes       
 

8

 
 Oct  12 Basic Single-cycle Datapath P&H:  4.1 - 4.4     ppt       pdf   
Oct  14 Basic Single-cycle Datapath       ppt       pdf   
Oct  16 ISA Overview P&H:  2.1 - 2.5   P5 due 
 

9

 
 Oct  19 Core MIPS Assembly Instructions P&H:  2.6     
Oct  21 Control Structures in Assembly P&H:  2.7     
Oct  23 Arrays in Assembly       
 

10

 
 Oct  26 Procedures in Assembly P&H:  2.8     
Oct  28 Procedures and the Stack       
Oct  30 I/O and Traps       
 

11

 
 Nov   2 Traps       
Nov   4 Advanced Calls with the Stack       
Nov   6 Trap Issues       
 

12

 
 Nov   9 C:  More on Pointers and Dynamic Alloc.       
Nov  11 C:  More on Pointers       
Nov  13 C:  Separate Compilation       
 

13

 
 Nov  16 C:  Recursion       
Nov  18 Test 2       
Nov  20 Bridging I/O       
  Thanksgiving Break 
 

14

 
 Nov  30 Bridging I/O       
Dec    2 C and Traps       
Dec    4 C and the Runtime Stack       
15
 Dec    7 C and the Runtime Stack       
Dec    9 Summary & Evaluations       
 
 Exam
 10:05 - 12:05 Friday Dec 11
 
""","""Having successfully completed this course, the student will be able to:
- design combinational and sequential circuits that realize different aspects of a digital computer,
particularly the control unit;
- represent and manipulate information in arbitrary number systems, including binary;
- design and analyze finite state automata;
- explain the different layers of abstraction in a computing system, i.e., logic design, computer
architecture, machine language, assembly language, high level language;
- write simple programs in machine language, assembly language and C;
- describe the characteristics of an instruction set and how it maps to underlying hardware;
- explain the basics of instruction on a computer, i.e., the instruction cycle;
- define the relationship between hardware and software.""
",NULL
25,Pennsylvania State University-Main Campus,Department of Computer Science and Engineering,CMPEN 331 - Computer Organization and Design,http://www.cse.psu.edu/research/mdl/mji/mjicourses/331,24,Fall,2009,"""1 Course intro, intro to SPIM PH: 1.1-1.3, A.9-A.10 HW1: SPIM
2 Intro to assembly prog., adds, loads/stores PH: 2.1-2.4HW2: SPIM
3 Logic operations, control flow instr. PH: 2.5-2.6 HW3: SPIM
4 Supporting procedures; addressing modes PH: 2.7-2.9, A.6, D.2 HW4: SPIM
5 Assemblers, linker, and loaders PH: 2.10, A.1-A.5  
Exam #1   
6 Intro to design and use of HDLs Y: Chp1-3 HW5: VHDL
7 VHDL behavior and structure; number repr and basic arith ops Y: Chp 4-5, PH: 3.1-3.3 HW6: VHDL
8 ALU design PH: B.5, 3.4-3.5  
9 Building a datapath PH: 5.1-5.3, B.7  
10 A simple single cycle impl. PH: 5.4, B.8, C.1-C.2 HW7: VHDL
Exam #2   
11 A multicycle impl., control unit design PH: 5.5, 5.7. C.3-C.5  
12 Thanksgiving week (no classes) 
13 I/O, exceptions and interrupts, bus design PH: 5.6, 8.1, 8.5, A.7-A.8 HW8: SPIM
14 Intro to pipelined datapath design PH: 6.1  
15 Memory hierarchies, the basics of caches PH: 8.4-8.5, B.9, 7.1-7.2""
","Upon completion of the course, students should posses the following knowledge and skills:
•
An understanding of a machine’s instruction set architecture (ISA) including basic instruction fetch and execute cycles, instruction formats, control flow, and operand addressing modes.
•
The ability to create, assemble, execute, and debug assembly language programs along with a basic understanding of the assembly, linker, and loader processes.
•
An understanding of a hardware description language (e.g., either VHDL or verilog) including their uses, structural, and behavioral descriptions.
•
The ability to create, simulate, and debug a VHDL or verlog program.
•
An understanding of the design and functioning of a machine’s central processing unit (CPU) including the datapath components (ALU, register file) and the control unit.
•
An understanding of basic input/output functioning including program controlled I/O and interrupt I/O.
•
An understanding of organization of memory hierarchies including the basics of cache design and DRAM architectures.","CMPEN 431 is the second in a sequence of computer organization and architecture courses (the first being CMPEN 331) which collectively support the following program outcomes:
•
Design the electronic/logic circuits that form the basic building blocks of a computer system.
•
Design the organization and architecture of the basic components of a computer system.
•
Analyze the performance of hardware systems using probabilistic, statistical and simulation methods.
•
Design hardware support for virtual memory and understand how it is used by the operating system to manage virtual memory.
•
Given specifications, design and implement a computer system under time and budget constraints.
•
Write clear and effective prose.
•
Be able to discuss major trends in industry and current research activities within computer architecture design."
26,Pennsylvania State University-Main Campus,Department of Computer Science and Engineering,CMPEN 431 Introduction to Computer Architecture,http://www.cse.psu.edu/research/mdl/mji/mjicourses/431/,24,Fall,2009,"""Content
Principles of computer architecture: CPU datapath and control unit design (single-issue pipelined, superscalar, VLIW), memory hierarchies and design, I/O organization and design, advanced processor design (multiprocessors and SMT)
Design focused class
Various homework assignments throughout the semester
Simulation of architecture alternatives using SimpleScalar

Lectures:
2 weeks review of the MIPS ISA and basic architecture 
2 weeks pipelined datapath design issues
3 weeks superscalar/VLSI datapath design issues 
2 week memory hierarchies and memory design issues
2 weeks I/O design issues
2 weeks multiprocessor design issues
1 week exams
""
","This course is designed to give seniors in computer science, computer engineering, and electrical engineering insight into:
• The design of computer systems,
• The design of fast computers, and
• The design of high performance processors.","Upon completion of the course, students should possess the following skills:
LIST OF SKILLS HERE (Different than outcomes in the next section)
•
Design and analysis of pipelined RISC computer architecture.
•
Analysis of superscalar/VLIW microarchitecture.
•
Understand memory hierarchies and memory design issues.
•
Understand I/O design issues.
•
Design of multiprocessor systems."
